Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress ScoreÂ®,Grit,Flow,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
running,05/10/2018 18:08,FALSE,Wokingham Running,5.01,602,00:37:37,166,188,4.2,154,163,07:31,06:19,7,7,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,02/10/2018 19:20,FALSE,Wokingham Running,5.01,549,00:37:46,153,167,3.6,153,165,07:33,06:23,9,7,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,29/09/2018 09:16,FALSE,Wokingham Running,10,"1,050",01:18:54,145,166,4.3,154,165,07:53,06:24,3,2,0.82,0,0,0,0,0,00:00,0,00:00,No,00:00.0,11,0
running,26/09/2018 18:24,FALSE,Wokingham Running,5.01,597,00:40:10,150,163,3.5,152,164,08:01,06:28,6,5,0.81,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,24/09/2018 10:28,FALSE,Wirral Running,5.01,589,00:37:36,158,176,3.8,156,170,07:31,05:42,39,40,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,20/09/2018 12:27,FALSE,Wokingham Running,5.01,447,00:38:06,132,162,2.6,156,234,07:37,05:30,12,6,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,19/09/2018 19:39,FALSE,Wokingham Running,5.01,565,00:38:37,149,164,3.6,153,168,07:43,05:39,1,1,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,17/09/2018 19:13,FALSE,Wokingham Running,5.01,329,00:37:47,116,162,2.1,153,167,07:33,05:50,2,2,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,15/09/2018 17:47,FALSE,Wokingham Running,5,550,00:37:59,149,171,3.6,153,165,07:35,05:20,1,2,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,13/09/2018 18:58,FALSE,Wokingham Running,5.01,559,00:37:15,154,173,4,154,168,07:26,05:40,2,2,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,11/09/2018 12:12,FALSE,Wokingham Running,5,569,00:36:51,159,169,4.3,154,162,07:22,06:05,8,6,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,08/09/2018 17:55,FALSE,Wokingham Running,5,537,00:37:36,149,163,4.1,153,166,07:31,05:26,2,2,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,06/09/2018 18:58,FALSE,Wokingham Running,5.01,540,00:38:42,146,165,4,152,167,07:44,05:33,9,6,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,05/09/2018 06:42,FALSE,Wokingham Running,5.01,349,00:37:33,125,154,2.5,156,165,07:30,06:24,8,8,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,02/09/2018 09:25,FALSE,Wokingham Running,5.01,601,00:37:04,166,201,5,154,164,07:24,05:55,1,2,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,30/08/2018 18:59,FALSE,Wokingham Running,5.01,528,00:36:52,152,169,4.7,154,167,07:22,05:52,2,2,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,28/08/2018 19:10,FALSE,Wokingham Running,5.01,578,00:37:16,163,178,3.9,153,233,07:27,05:32,2,2,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,23/08/2018 07:00,FALSE,TVP running,5.01,545,00:36:54,--,--,--,--,--,07:22,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,22/08/2018 06:45,FALSE,Woodley running,5,563,00:38:08,--,--,--,--,--,07:38,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,20/08/2018 06:45,FALSE,TVP running,5,561,00:38:02,--,--,--,--,--,07:36,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,18/08/2018 08:30,FALSE,Woodley running,10.01,"1,172",01:19:27,--,--,--,--,--,07:56,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,15/08/2018 19:15,FALSE,TVP Running,5.01,546,00:37:01,--,--,--,--,--,07:23,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,13/08/2018 07:00,FALSE,TVP Running,5,555,00:37:35,--,--,--,--,--,07:31,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,11/08/2018 08:35,FALSE,Wokingham Running,5.01,552,00:37:25,--,--,--,--,--,07:28,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,09/08/2018 06:35,FALSE,Wokingham Running,5.01,565,00:38:19,--,--,--,--,--,07:39,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,07/08/2018 06:35,FALSE,Wokingham running,5.01,560,00:37:56,--,--,--,--,--,07:34,--,--,--,0,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,04/08/2018 09:50,FALSE,Wirral Running,5.01,558,00:38:02,156,172,3.7,156,166,07:36,06:13,40,38,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,02/08/2018 06:46,FALSE,Wokingham Running,5.01,576,00:38:09,161,182,3.9,155,163,07:37,06:38,13,8,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,31/07/2018 06:51,FALSE,Wokingham Running,5.01,598,00:37:27,167,185,4.1,155,163,07:29,06:19,11,6,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,27/07/2018 06:39,FALSE,Wokingham Running,5,583,00:39:49,152,172,3.6,154,167,07:58,06:26,11,5,0.81,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,26/07/2018 06:45,FALSE,Wokingham Running,5.01,586,00:37:28,161,181,4,154,162,07:29,06:41,8,7,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,24/07/2018 06:45,FALSE,Wokingham Running,5.01,546,00:39:08,148,159,3.3,154,162,07:49,06:33,9,8,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,22/07/2018 08:35,FALSE,Wokingham Running,10.02,983,01:21:05,139,164,3.7,152,160,08:05,06:10,12,9,0.82,0,0,0,0,0,00:00,0,00:00,No,00:00.0,11,0
running,19/07/2018 06:59,FALSE,Wokingham Running,5,542,00:39:05,148,171,3.3,154,162,07:49,06:41,12,6,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,17/07/2018 07:00,FALSE,Wokingham Running,5.01,564,00:38:09,155,168,3.6,154,162,07:37,06:40,12,6,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,14/07/2018 09:03,FALSE,Wokingham Running,5.01,569,00:38:22,156,167,3.6,155,165,07:40,06:12,5,5,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,12/07/2018 07:00,FALSE,Wokingham Running,5.01,590,00:37:04,165,186,4,155,162,07:24,06:10,10,9,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,10/07/2018 06:52,FALSE,Wokingham Running,5.01,570,00:37:05,160,186,3.7,155,162,07:25,06:13,8,7,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,06/07/2018 06:49,FALSE,Wokingham Running,5.01,328,00:39:02,117,131,1.7,154,161,07:48,06:26,9,4,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,04/07/2018 07:02,FALSE,Wokingham Running,5.01,499,00:36:35,148,170,3.3,155,162,07:18,05:56,9,8,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,02/07/2018 18:45,FALSE,Wokingham Running,5.01,564,00:39:47,153,165,3.5,152,161,07:57,06:35,5,4,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,30/06/2018 08:24,FALSE,Wokingham Running,5.01,577,00:36:37,167,183,4.1,155,163,07:19,06:11,8,8,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,28/06/2018 06:54,FALSE,Wokingham Running,5.01,725,00:38:45,183,194,5,154,162,07:44,06:40,10,5,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,26/06/2018 06:49,FALSE,Wokingham Running,5.01,577,00:39:32,151,172,3.7,154,163,07:54,06:44,10,4,0.82,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,23/06/2018 09:18,FALSE,Wokingham Running,10.01,"1,124",01:18:52,152,170,4.5,153,162,07:53,06:30,18,18,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,11,0
running,21/06/2018 18:53,FALSE,Wokingham Running,5.01,601,00:37:53,164,184,4,153,160,07:34,06:33,8,7,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,19/06/2018 18:58,FALSE,Wokingham Running,5.01,565,00:37:04,158,201,3.8,154,166,07:24,06:23,8,7,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,17/06/2018 10:54,FALSE,Wokingham Running,5,427,00:36:41,134,170,3,155,160,07:20,06:26,8,7,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,14/06/2018 19:08,FALSE,Wokingham Running,5.01,416,00:39:10,128,163,2.3,152,160,07:49,06:16,6,6,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,12/06/2018 18:31,FALSE,Wokingham Running,5.01,611,00:37:15,166,185,4.2,153,162,07:26,06:30,8,8,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,10/06/2018 17:06,FALSE,Wokingham Running,5,539,00:38:30,146,168,3.4,153,160,07:42,06:43,7,7,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,05/06/2018 06:46,FALSE,Wokingham Running,5.01,405,00:37:36,132,156,2.3,154,162,07:31,06:47,8,7,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,04/06/2018 06:39,FALSE,Wokingham Running,5.01,524,00:38:17,143,170,3.2,154,164,07:39,06:11,10,5,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,02/06/2018 10:11,FALSE,Wokingham Running,5.01,597,00:38:04,161,179,3.8,154,165,07:36,06:16,13,7,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,30/05/2018 19:10,FALSE,Wokingham Running,5.01,558,00:38:50,148,164,3.4,152,165,07:46,06:30,8,7,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,28/05/2018 10:11,FALSE,Wokingham Running,5,501,00:39:14,137,157,3.1,153,162,07:50,06:43,5,4,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,26/05/2018 08:12,FALSE,Wokingham Running,10.01,"1,127",01:17:37,153,184,3.9,152,160,07:46,06:27,20,20,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,11,0
running,24/05/2018 18:22,FALSE,Wokingham Running,5.01,535,00:37:27,149,159,3.3,154,162,07:29,06:31,10,8,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,22/05/2018 18:48,FALSE,Wokingham Running,5.01,563,00:39:09,151,175,3.4,150,160,07:49,06:38,8,7,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,20/05/2018 16:59,FALSE,Wokingham Running,5.01,605,00:39:00,158,166,3.7,151,160,07:48,06:33,4,3,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,17/05/2018 19:14,FALSE,Wokingham Running,5.01,544,00:37:59,149,165,3.4,152,162,07:35,06:20,9,7,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,15/05/2018 19:21,FALSE,Wokingham Running,5.01,543,00:39:09,146,172,3.3,150,162,07:49,06:31,11,6,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,13/05/2018 09:12,FALSE,Wirral Running,6.01,634,00:45:43,148,175,3.6,152,162,07:37,06:24,40,40,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,7,0
running,09/05/2018 19:09,FALSE,Wokingham Running,5.01,593,00:39:02,158,173,3.6,151,164,07:48,06:10,7,7,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,07/05/2018 09:51,FALSE,Wokingham Running,5.01,573,00:38:29,154,172,3.6,152,160,07:41,06:30,7,7,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,05/05/2018 17:56,FALSE,Wokingham Running,5.01,583,00:38:29,156,173,3.6,152,160,07:41,06:11,5,4,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,03/05/2018 18:45,FALSE,Wokingham Running,5.01,548,00:38:15,149,162,3.4,151,160,07:38,06:30,8,8,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,01/05/2018 19:05,FALSE,Wokingham Running,5,540,00:36:54,154,169,3.5,153,162,07:22,06:17,6,6,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,29/04/2018 10:20,FALSE,Wokingham Running,6,740,00:44:28,168,186,4.6,154,224,07:24,05:51,8,8,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,7,0
running,26/04/2018 19:26,FALSE,Wokingham Running,5.01,557,00:37:21,153,167,3.5,152,160,07:28,06:12,2,2,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,24/04/2018 17:54,FALSE,Wokingham Running,5.01,540,00:37:33,150,166,3.4,151,165,07:30,05:50,9,8,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,21/04/2018 09:28,FALSE,Wokingham Running,9,"1,092",01:12:23,156,170,4.4,149,164,08:02,06:19,5,5,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,10,0
running,19/04/2018 19:31,FALSE,Wokingham Running,5,618,00:38:45,160,176,3.8,150,171,07:45,05:55,6,5,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,17/04/2018 18:27,FALSE,Wokingham Running,5.01,555,00:37:47,148,160,3.3,151,160,07:33,06:31,7,7,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,14/04/2018 17:54,FALSE,Wokingham Running,5.01,581,00:37:29,155,165,3.5,152,162,07:29,06:06,10,9,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,12/04/2018 19:02,FALSE,Wokingham Running,5.01,539,00:37:42,146,163,3.3,153,171,07:32,06:05,--,1,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,10/04/2018 18:38,FALSE,Wokingham Running,5.01,434,00:36:58,140,159,3.1,153,162,07:23,06:31,3,4,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,08/04/2018 09:24,FALSE,Wokingham Running,5.01,546,00:37:07,153,162,3.5,154,164,07:25,06:38,7,8,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,05/04/2018 19:01,FALSE,Wokingham Running,5.01,548,00:37:02,155,167,3.5,152,165,07:24,05:57,11,4,0.89,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,03/04/2018 18:50,FALSE,Wokingham Running,5.01,557,00:37:58,155,166,3.6,151,162,07:35,06:28,6,6,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,31/03/2018 10:23,FALSE,Pembrokeshire Running,5.01,538,00:37:59,153,166,3.5,153,162,07:35,06:11,27,26,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,29/03/2018 11:51,FALSE,Wokingham Running,8,849,01:02:16,150,165,4.2,152,160,07:47,06:16,20,15,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,9,0
running,27/03/2018 17:55,FALSE,Wokingham Running,5.01,519,00:37:50,151,169,3.5,152,162,07:34,06:31,8,7,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,24/03/2018 17:25,FALSE,Wokingham Running,5.01,698,00:39:37,175,188,5,151,160,07:55,06:20,8,5,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,22/03/2018 18:59,FALSE,Wokingham Running,5.01,514,00:38:30,141,171,3.2,151,162,07:41,06:02,8,9,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,20/03/2018 17:53,FALSE,Wokingham Running,5.01,567,00:38:43,152,173,3.5,151,201,07:44,06:08,4,5,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,17/03/2018 14:27,FALSE,Wokingham Running,6.01,701,00:46:12,157,166,4,152,165,07:41,06:17,4,6,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,7,0
running,15/03/2018 18:07,FALSE,Wokingham Running,5.01,582,00:38:14,155,169,3.7,152,164,07:38,06:19,9,12,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,13/03/2018 17:28,FALSE,Wokingham Running,5.01,515,00:38:55,140,165,3.1,151,162,07:46,05:47,4,4,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,09/03/2018 19:05,FALSE,Wokingham Running,5.01,573,00:37:11,157,164,3.7,152,162,07:25,06:21,16,11,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,07/03/2018 18:37,FALSE,Wokingham Running,5.01,547,00:37:40,149,160,3.4,152,162,07:31,06:35,8,11,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,05/03/2018 18:40,FALSE,Wokingham Running,5.01,516,00:38:52,141,161,3.2,151,170,07:46,06:30,5,7,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,04/03/2018 13:16,FALSE,Wokingham Running,5.01,462,00:37:59,136,163,3.2,152,160,07:35,06:33,8,10,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,27/02/2018 19:12,FALSE,Wokingham Running,5.01,564,00:39:57,146,159,3.3,150,162,07:59,06:59,8,7,0.83,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,26/02/2018 17:36,FALSE,Wokingham Running,5.01,556,00:37:51,153,173,3.6,152,160,07:34,06:26,12,11,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,24/02/2018 08:48,FALSE,Wokingham Running,7.01,808,00:54:12,155,167,4.1,153,164,07:44,06:24,9,11,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,8,0
running,22/02/2018 18:09,FALSE,Woodley Running,6,681,00:46:07,154,164,3.8,152,160,07:41,06:23,7,8,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,7,0
running,20/02/2018 18:35,FALSE,Woodley Running,5.01,592,00:38:46,157,164,3.6,152,160,07:45,06:12,12,13,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,16/02/2018 12:11,FALSE,Woodley Running,5.01,573,00:37:47,156,172,3.6,152,162,07:33,06:28,11,17,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,13/02/2018 17:42,FALSE,Woodley Running,5.02,575,00:39:31,150,160,3.3,151,158,07:53,06:49,14,15,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,7,0
running,12/02/2018 17:57,FALSE,Woodley Running,5.01,528,00:38:35,144,168,3.3,152,162,07:42,06:27,13,15,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,10/02/2018 10:40,FALSE,Birkenhead Running,5,578,00:37:19,158,168,3.7,154,164,07:27,05:57,36,36,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,07/02/2018 19:20,FALSE,Woodley Running,5.01,519,00:37:47,144,167,3.2,152,158,07:33,06:07,5,7,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,05/02/2018 18:06,FALSE,Woodley Running,5.01,558,00:38:25,151,158,3.4,152,234,07:40,06:03,6,11,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,03/02/2018 13:24,FALSE,Woodley Running,5,509,00:36:38,148,167,3.4,154,167,07:19,06:00,5,11,0.89,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,01/02/2018 18:12,FALSE,Woodley Running,5.01,546,00:38:28,148,164,3.4,152,162,07:41,06:26,10,9,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,30/01/2018 19:28,FALSE,Woodley Running,5.01,512,00:37:57,144,162,3.2,153,175,07:35,06:03,4,9,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,27/01/2018 13:29,FALSE,Woodley Running,6.05,701,00:46:02,160,166,4,153,164,07:37,06:06,2,8,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,7,0
running,24/01/2018 17:36,FALSE,Woodley Running,5.01,559,00:38:04,156,170,3.5,152,162,07:36,06:03,6,12,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,22/01/2018 09:54,FALSE,Nottingham Running,5.01,570,00:38:05,158,180,3.7,154,167,07:36,05:52,8,5,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,21/01/2018 13:54,FALSE,Nottingham Running,5.01,509,00:38:58,152,169,3.6,152,166,07:47,06:08,5,5,0.84,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,20/01/2018 10:15,FALSE,Nottingham Running,5.01,550,00:36:15,160,171,3.8,156,166,07:15,05:56,15,15,0.89,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,16/01/2018 19:12,FALSE,Woodley Running,5.01,558,00:39:06,151,166,3.5,151,162,07:49,06:21,6,10,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,14/01/2018 14:28,FALSE,Woodley Running,5.01,544,00:36:49,156,169,3.7,154,162,07:21,06:15,2,8,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,13/01/2018 13:16,FALSE,Woodley Running,5.01,586,00:36:47,165,187,4,154,164,07:21,05:48,6,11,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,09/01/2018 19:09,FALSE,Woodley Running,5.01,544,00:37:52,151,168,3.6,153,162,07:34,06:08,11,16,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,07/01/2018 14:15,FALSE,Woodley Running,5.01,570,00:36:58,162,177,3.9,155,162,07:23,06:11,2,6,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,06/01/2018 12:38,FALSE,Woodley Running,5.01,555,00:36:57,158,168,3.8,154,164,07:23,06:17,1,7,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,02/01/2018 18:27,FALSE,Woodley Running,5.01,534,00:38:29,149,167,3.7,152,162,07:41,06:40,--,4,0.86,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,31/12/2017 10:53,FALSE,Nottingham Running,3.01,196,00:22:33,117,153,1.6,153,165,07:30,06:03,6,5,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,4,0
running,30/12/2017 11:46,FALSE,Nottingham Running,5.01,573,00:37:16,162,170,4.2,154,168,07:27,05:35,12,11,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,27/12/2017 10:38,FALSE,Birkenhead Running,3.01,351,00:22:13,165,188,3.6,155,169,07:22,05:47,20,20,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,4,0
running,26/12/2017 13:34,FALSE,Nottingham Running,3.5,389,00:25:24,162,187,3.8,156,164,07:16,06:11,4,3,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,4,0
running,23/12/2017 09:02,FALSE,Nottingham Running,5.06,559,00:36:59,161,173,4.5,154,162,07:18,06:15,5,9,0.89,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,21/12/2017 11:00,FALSE,Birkenhead Running,3.01,307,00:22:01,152,170,3.6,155,167,07:19,05:51,21,22,0.88,0,0,0,0,0,00:00,0,00:00,No,00:00.0,4,0
running,18/12/2017 12:59,FALSE,Woodley Running,5.01,582,00:38:41,162,169,5,153,167,07:44,05:41,2,2,0.85,0,0,0,0,0,00:00,0,00:00,No,00:00.0,6,0
running,16/12/2017 14:03,FALSE,Woodley Running,3,315,00:22:23,153,172,3.9,153,164,07:27,06:00,3,2,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,4,0
running,11/12/2017 15:23,FALSE,Woodley Running,2.51,284,00:20:31,149,178,3.5,149,234,08:10,06:37,--,2,0.82,0,0,0,0,0,00:00,0,00:00,No,00:00.0,3,0
other,10/12/2017 11:59,FALSE,Woodley Other,13.82,"1,105",03:01:00,110,138,2.2,114,126,4.6,89.8,30,28,0.67,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,09/12/2017 13:51,FALSE,Woodley Running,3.01,312,00:22:26,154,167,3.9,154,167,07:28,06:07,--,2,0.87,0,0,0,0,0,00:00,0,00:00,No,00:00.0,4,0
other,06/12/2017 20:10,FALSE,Woodley Other,0.52,172,00:26:47,110,140,2,123,249,1.2,2,--,--,0.16,0,0,0,0,0,00:00,0,00:00,No,00:00.0,1,0
running,03/12/2017 15:08,FALSE,Woodley Running,3.01,315,00:21:55,159,167,4.4,153,162,07:17,06:03,--,2,0.9,0,0,0,0,0,00:00,0,00:00,No,00:00.0,4,0
